Full Name,Primary Company,Founding Time,Previous startups?,Consulting before start-up,Standardized University,Standardized Major,Degree Type,Graduate Degree Time,Standardized Graduate Institution,Standardized Graduate Studies,Graduate Diploma,Ever served as TA/Teacher/Professor/Mentor?,Years of Employment,Worked as product manager/director/head/VP?,Worked at Google?,Worked at Microsoft?,Worked in Sales?,Stanford or Berkeley,Ivy League,Crunchbase,LinkedIn
Orazio Buzza,Fooda,2011.0,0.0,0.0,University of Illinois Urbana-Champaign,Operations Research,BA,,,,,0.0,10.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/orazio-buzza,http://www.linkedin.com/in/oraziobuzza
Bo Lu,FutureAdvisor,2010.0,0.0,0.0,University of Illinois Urbana-Champaign,Computer Science,BA,,,,,0.0,6.0,1.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/bo-lu,https://www.linkedin.com/in/bo-lu-439461
Nikhil Sethi,Adaptly,2010.0,2.0,0.0,Northwestern University,Electrical Engineering,BS,2012.0,Stanford University,Business,Executive Education,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/nikhil-sethi,http://www.linkedin.com/in/niksethi
Saar Yoskovitz,Augury,2011.0,1.0,0.0,Israel Institute of Technology,Electrical Engineering,BS,,,,,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/saar-yoskovitz,http://www.linkedin.com/pub/saar-yoskovitz/8/a1b/42
Kreg Peeler,SpinGo,2012.0,1.0,0.0,Brigham Young University,Media,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/kreg-peeler,https://www.linkedin.com/in/kregpeeler
Jean-Daniel Guyot,Trainline France,2017.0,2.0,0.0,,,,2000.0,INSA Rouen,Computer Science,MS,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jean-daniel-guyot,https://fr.linkedin.com/in/jeandanielguyot
David Perry,Gaikai,2009.0,0.0,0.0,Queen's University Belfast,,,2006.0,Westwood College,,MS,0.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-perry,http://www.linkedin.com/in/dperry
Mallik Sundaram,Mitra Biotech,2010.0,2.0,0.0,Indian Institute of Technology Varanasi,Engineering,BS,2004.0,University of Pennsylvania,Business,MBA,1.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mallik-sundaram,https://www.linkedin.com/pub/mallik-sundaram/1/585/215
Sachin Kamdar,Parsely,2008.0,0.0,1.0,New York University,Economics,BA,,Pace University,Education,MA,1.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/sachin-kamdar,http://www.linkedin.com/in/kamdar
Russell Fradin,Dynamic Signal,2010.0,1.0,0.0,University of Pennsylvania,Economics,BS,,,,,0.0,9.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/russell-fradin,http://www.linkedin.com/in/rfradin
Aaron Schildkrout,HowAboutWe,2009.0,1.0,0.0,Harvard University,Sociology,BA,,,,,1.0,3.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/aaron-schildkrout,http://www.linkedin.com/in/aschildkrout
Rashid Mansoor,Hadean,2015.0,5.0,0.0,University of Portsmouth,Computer Science,BS,2011.0,University of Sussex,Mathematics,PhD,1.0,0.0,0.0,0.0,,,0,0,https://www.crunchbase.com/person/rashid-mansoor,http://www.linkedin.com/in/rashidmansoor
John Belizaire,FirstBest,2006.0,1.0,0.0,Cornell University,Computer Science,BS,2001.0,University of Pennsylvania,Business,Executive Education,0.0,4.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/john-belizaire,https://www.linkedin.com/in/johnbelizaire
Jacob Taylor,"Replicat, Inc.",2015.0,3.0,0.0,University of California Los Angeles,Computer Science,BS,1997.0,University of California Los Angeles,Computer Science,MS,1.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jacob-taylor,http://www.linkedin.com/in/thejacobtaylor
Spencer Hutchins,Reflexion Health,2012.0,0.0,0.0,Colby College,Economics,BA,,Yale University,Business,MBA,1.0,8.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/spencer-hutchins,http://www.linkedin.com/pub/spencer-hutchins/1/524/a7b
Sheeroy D. Desai,Gild,,0.0,0.0,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/sheeroy-d-desai,http://www.linkedin.com/in/sheeroydesai
Jon Radoff,Disruptor Beam,2011.0,3.0,0.0,Harvard University,Psychology,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/jon-radoff,http://www.linkedin.com/in/jonradoff
Ola Sars,Soundtrack Your Brand,2013.0,4.0,0.0,Copenhagen Business School,,,2005.0,Harvard University,Business,,0.0,3.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/ola-sars,http://se.linkedin.com/pub/ola-sars/3/937/626
Jason Kassin,FilmTrack,,0.0,0.0,Vassar College,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jason-kassin,http://www.linkedin.com/pub/jason-kassin/8/678/895
Carlin Wiegner,CubeTree,2008.0,1.0,0.0,Stanford University,Interdisciplinary Degree,BS,,,,,0.0,8.0,1.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/carlin-wiegner,https://www.linkedin.com/in/carlinw
Nisan Gabbay,Sociable Labs,2009.0,1.0,0.0,University of California Berkeley,Operations Research,BS,,,,,0.0,6.0,0.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/nisan-gabbay,http://www.linkedin.com/in/nisan
Angelique Augereau,Zafu,2007.0,1.0,1.0,University of British Columbia,Business,BA,,Northwestern University,Business,PhD,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/angelique-augereau,http://www.linkedin.com/in/angeliqueaugereau
Richard Price,Academia.edu,2008.0,2.0,0.0,University of Oxford,Economics,BA,2003.0,University of Oxford,Philosophy,PhD,1.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/richard-price,http://www.linkedin.com/in/richardprice
Vince Passione,"LendKey Technologies, Inc.",2008.0,0.0,1.0,NYU Polytechnic University,Computer Science,BS,,,,,1.0,16.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/vince-passione,http://www.linkedin.com/in/vincepassione
James Gwertzman,"PlayFab, Inc.",2014.0,2.0,0.0,Harvard University,Computer Science,BA,,,,,1.0,12.0,0.0,0.0,1.0,1.0,0,1,https://www.crunchbase.com/person/james-gwertzman,http://www.linkedin.com/pub/james-gwertzman/0/9/362
Sravish Sridhar,Kinvey,2011.0,0.0,0.0,University of Texas Austin,Computer Science,BS,,,,,0.0,12.0,1.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/sravish-sridhar,https://www.linkedin.com/in/sravishsridhar
Hironobu Yoshikawa,Treasure Data,2011.0,0.0,0.0,Waseda University,,BA,,,,,0.0,10.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/hironobu-yoshikawa,http://www.linkedin.com/pub/hiro-yoshikawa/0/325/96a
Mike Cook,XOR Data Exchange,2014.0,1.0,0.0,Texas State University San Marcos,English,BA,,,,,0.0,16.0,1.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/mike-cook,https://www.linkedin.com/pub/mike-cook/5/124/2b4
Amar Arsikere,Infoworks,2014.0,1.0,0.0,,,,,Iowa State University,Computer Science,MS,0.0,19.0,0.0,1.0,0.0,0.0,0,0,https://www.crunchbase.com/person/amar-arsikere,https://www.linkedin.com/in/amar500
Yoshinari Yoshikawa,Miselu Inc.,2008.0,3.0,0.0,Hosei University,,LLB,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/yoshinari-yoshikawa,http://www.linkedin.com/in/yyoshikawa
Opher Kahane,Origami Logic,2011.0,2.0,0.0,Tel Aviv University,Computer Science,BS,,,,,0.0,18.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/opher-kahane-2,http://www.linkedin.com/in/okahane
McKay Thomas,"First Opinion, Inc.",2012.0,2.0,0.0,Brigham Young University,,Drop,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mckay-thomas,http://www.linkedin.com/in/mckaythomas
Eugene Danilkis,Mambu,2010.0,0.0,0.0,University of British Columbia,Computer Science,BS,2008.0,Carnegie Mellon University,Computer Science,MS,1.0,4.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/eugene-danilkis,https://www.linkedin.com/in/edanilkis/en
Noah Ready-Campbell,Twice,2011.0,0.0,0.0,University of Pennsylvania,Economics,BS,2006.0,University of Pennsylvania,Computer Science,MEng,0.0,1.0,1.0,1.0,0.0,0.0,0,0,https://www.crunchbase.com/person/noah-ready-campbell,http://www.linkedin.com/in/noahreadycampbell
Daniel Roth,Semantic Machines,2014.0,3.0,0.0,Trinity College Hartford,Biology,BA,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/daniel-roth-2,
David Friedman,Ayla Networks,2010.0,0.0,0.0,Colgate University,History,BA,1995.0,University of Michigan,Business,MBA,0.0,17.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-friedman-2,http://www.linkedin.com/in/davidrfriedman
Steven Lam,GOGOVAN,2011.0,0.0,0.0,University of California Berkeley,Business,BS,,,,,0.0,2.0,0.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/steven-lam-3,https://hk.linkedin.com/in/stevenhylam
Philippe Corrot,Mirakl,2012.0,3.0,0.0,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/philippe-corrot,http://www.linkedin.com/in/pcorrot
Joshua Feast,Cogito Corporation,2007.0,1.0,1.0,Massey University,Engineering,BE,2005.0,Massachusetts Institute of Technology,Business,MBA,0.0,6.0,0.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/joshua-feast,
David Vinca,eSpark,2010.0,0.0,1.0,Penn State University,Business,BS,2003.0,University of Chicago,Business,MBA,0.0,8.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-vinca,https://www.linkedin.com/in/davidvinca
Shaun Ritchie,Teem,2013.0,0.0,0.0,Brigham Young University,Business,BS,2006.0,University of Utah,Business,MBA,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/shaun-ritchie,http://www.linkedin.com/in/shaunritchie
Marc Fenigstein,Alta Motors,2009.0,1.0,1.0,Dartmouth College,Engineering,BA,2002.0,Dartmouth College,Opreations Research,MEng,0.0,8.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/marc-fenigstein,http://www.linkedin.com/pub/marc-fenigstein/0/6b1/80
Mike Harris,Zonoff,2011.0,3.0,0.0,Purdue University,Computer Science,BS,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mike-harris-3,http://www.linkedin.com/in/mbrharris
Gregg Freishtat,SalesWise,2014.0,1.0,0.0,Boston University,Philosophy,JD,1988.0,University of Maryland,Law,JD,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/gregg-freishtat,http://www.linkedin.com/in/gfreishtat
Andrew Blackmon,The Black Tux,2012.0,1.0,0.0,Pepperdine University,English,BA,2011.0,HEC Paris,Business,MBA,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/andrew-blackmon,http://www.linkedin.com/pub/andrew-blackmon/7/b79/703
Thomas Noyes,Commerce Signals,2014.0,0.0,0.0,,,,,,,,0.0,22.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/thomas-noyes,https://www.linkedin.com/in/tcnoyes
Nadia Shalaby,Arctic Sand Technologies,2010.0,1.0,0.0,,,,,Massachusetts Institute of Technology,Computer Science,PhD,1.0,24.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/nadia-shalaby,https://www.linkedin.com/in/nadiashalaby
Eric Heil,RightCare Solutions,2011.0,0.0,0.0,University of Pennsylvania,Operations Research,BS,2010.0,University of Pennsylvania,Business,MBA,0.0,6.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/eric-heil,http://www.linkedin.com/in/eheil
Rishi Bali,YOGASMOGA,2010.0,2.0,0.0,,,,2003.0,Columbia University,,MS,0.0,14.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/rishi-bali,http://www.linkedin.com/in/yogasmoga
Brett Galloway,Xova Labs,2011.0,1.0,0.0,Stanford University,Electrical Engineering,BS,1981.0,Stanford University,Electrical Engineering,MS,0.0,17.0,0.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/brett-galloway,https://www.linkedin.com/in/brettgalloway
David Norris,MD Insider,2017.0,4.0,0.0,University of Texas Dallas,Computer Science,BS,,,,,1.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-norris,http://www.linkedin.com/in/davidnorris430
Anna Zornosa,Ruby Ribbon,2011.0,1.0,0.0,,,,,University of Wisconsin Madison,Business,MA,1.0,7.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/anna-zornosa,http://www.linkedin.com/in/annazornosa
Lisa Stone,BlogHer,2005.0,0.0,0.0,Wellesley College,Political Science,BA,2001.0,Harvard University,,,0.0,11.0,0.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/lisa-stone,http://www.linkedin.com/in/lisastonew00t
Scott Tilton,Hookit,2007.0,0.0,0.0,Elon University,Biology,BS,2000.0,Mercy College,Business,MS,1.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/scott-tilton,https://www.linkedin.com/in/tiltcore/
Geoff Tate,Flex Logix Technologies,2014.0,2.0,0.0,University of Alberta,Computer Science,BS,1984.0,Santa Clara University,,MEng,1.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/geoff-tate,https://www.linkedin.com/in/geoffrey-tate-772a2713
Adam Healey,"Borrowed & Blue, Inc.",2012.0,2.0,0.0,University of Virginia,Business,BS,2003.0,University of Virginia,Business,MBA,1.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/adam-healey,
Slavik Markovich,Demisto,2015.0,0.0,0.0,Israel Institute of Technology,Computer Science,BS,,,,,0.0,10.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/slavik-markovich,
Brad Hunstable,Ustream,2011.0,0.0,0.0,United States Military Academy at West Point,Operations Research,BS,2003.0,Ohio State University,Business,MBA,0.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/brad-hunstable,http://www.linkedin.com/in/bradhunstable
Jonathan Cedar,BioLite,2009.0,0.0,0.0,Dartmouth College,,,,,,,0.0,6.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/jonathan-cedar,https://www.linkedin.com/pub/jonathan-cedar/4/921/b55
Gregg Spiridellis,JibJab,1999.0,0.0,0.0,Rutgers University,Business,BS,1997.0,University of Pennsylvania,Business,MBA,0.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/gregg-spiridellis,
Serge Saxonov,10X Genomics,2012.0,1.0,0.0,Harvard University,Mathematics,BA,2000.0,Stanford University,Biology,PhD,0.0,0.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/serge-saxonov,http://www.linkedin.com/pub/serge-saxonov/2/257/7b4
Hani Elias,Procured Health,2012.0,1.0,1.0,Harvard University,Sociology,BA,2005.0,Harvard University,Law,JD,0.0,3.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/hani-elias,http://www.linkedin.com/in/hanielias
Sean Suchter,Pepperdata,2012.0,0.0,0.0,California Institute of Technology,,,,,,,0.0,14.0,0.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/sean-suchter,http://www.linkedin.com/in/ssuchter
Veer Gidwaney,Maxwell Health,2013.0,2.0,0.0,University of Western Ontario,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/veer-gidwaney,http://www.linkedin.com/pub/veer-gidwaney/0/35/9a1
Mio Babic,iStreamPlanet,2007.0,0.0,0.0,Montana State University Billings,Economics,BS,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mio-babic,http://www.linkedin.com/in/miobabic
Brian Biles,Datrium,2012.0,0.0,0.0,University of California Santa Cruz,Computer Science,BA,,,,,0.0,21.0,1.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/brian-biles,https://www.linkedin.com/in/brianbiles
Bryan Burkhart,H.BLOOM,2009.0,0.0,0.0,University of Pennsylvania,Business,BS,,,,,1.0,5.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/bryan-burkhart,
Abe Smith,Dealflo,2009.0,3.0,0.0,UCL,Architecture,BS,,,,,0.0,12.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/abe-smith-4,https://www.linkedin.com/in/abesmith/
Justin Effron,ALICE,2012.0,0.0,1.0,University of Pennsylvania,History,BA,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/justin-effron,
Michael Duffy,CITYBASE,2013.0,0.0,0.0,Purdue University,,BS,2010.0,,Business,MBA,0.0,7.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/michael-duffy-3,
Darrius Thompson,SweetLabs,2008.0,2.0,0.0,,,,,,,,0.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/darrius-thompson,http://www.linkedin.com/profile/view?id=771749
Evan Liang,LeanData,2012.0,0.0,1.0,Stanford University,Operations Research,BS,2004.0,,Business,MBA,0.0,9.0,1.0,0.0,1.0,1.0,1,0,https://www.crunchbase.com/person/evan-liang,http://www.linkedin.com/company/LeanData
BC Krishna,MineralTree,2011.0,1.0,0.0,Birla Institute of Technology and Science Pilani,,,1992.0,,Media,MS,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/bc-krishna,https://www.linkedin.com/in/krishnabc
P.J. Gunsagar,Kidaptive,2011.0,1.0,0.0,University of California Los Angeles,Political Science,BA,1998.0,Stanford University,Law,JD,0.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/p-j-gunsagar,http://www.linkedin.com/pub/p-j-gunsagar/0/21/949
Jules Pieri,The Grommet,2008.0,0.0,1.0,University of Michigan,Design,BA,1984.0,,Business,MBA,1.0,16.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jules-pieri,http://www.linkedin.com/in/julespieri
Brenda Schmidt,"Solera Health, Inc.",2015.0,0.0,0.0,Indiana University Bloomington,Biology,BS,,,Business,,1.0,19.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/brenda-schmidt,
Russell Tencer,United Wind,2013.0,2.0,0.0,Fashion Institute of Technology,Design,,2015.0,,,,0.0,10.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/russell-tencer,https://www.linkedin.com/in/russell-tencer-1b108218/
Grant Gordon,Artemis Health,2013.0,0.0,1.0,Brigham Young University,Operations Research,BS,,,,,1.0,15.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/grant-gordon,http://www.linkedin.com/in/grantjgordon
Dan Murillo,Little Black Bag,2011.0,0.0,0.0,Amherst College,Computer Science,BA,2006.0,Stanford University,Business,MBA,0.0,4.0,1.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/dan-murillo,http://www.linkedin.com/in/damurillo
Somrat Niyogi,Stitch,2013.0,1.0,0.0,University of Texas Austin,Computer Science,BS,,,,,0.0,6.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/somrat-nyogi,http://www.linkedin.com/in/somrat
Jason Gardner,Magenta Therapeutics,2016.0,0.0,0.0,Cambridge University,Chemistry,BA,1995.0,,Biology,PhD,1.0,18.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jason-gardner-4,https://www.linkedin.com/in/jason-gardner-2a568957
Russell Fadel,ThingWorx,2014.0,1.0,0.0,Duke University,Mechanical Engineering,BS,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/russell-fadel,http://www.linkedin.com/in/russfadel
Gerardo Obregon,Prestadero,2011.0,0.0,0.0,Universidad Iberoamericana Ciudad de México,Chemistry,BE,2008.0,Stanford University,Business,Executive Education,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/gerardo-obregon,http://mx.linkedin.com/pub/gerardo-obregon/8/347/a2b
Peter Bauer,Mimecast,2003.0,2.0,1.0,Institute of Marketing Management South Africa,Business,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/peter-bauer,https://www.linkedin.com/pub/peter-bauer/0/174/274
Brent Grinna,EverTrue,2010.0,0.0,1.0,Brown University,International Relations,BA,2008.0,,Business,MBA,1.0,4.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/brent-grinna,http://www.linkedin.com/in/brentgrinna
Pete Foley,Wave Computing,2009.0,1.0,0.0,Rice University,Electrical Engineering,BS,1982.0,,Computer Science,MS,0.0,14.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/pete-foley-2,
Monisha Perkash,Lumo Bodytech,2011.0,1.0,0.0,Yale University,Psychology,BA,,Stanford University,Business,MBA,0.0,2.0,1.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/monisha-perkash,http://www.linkedin.com/in/monishaperkash
Elie Seidman,Oyster.com,2007.0,1.0,0.0,University of Pennsylvania,Engineering,BE,,,,,0.0,2.0,1.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/elie-seidman,http://www.linkedin.com/in/elieseidman
Tom Costello,Cuil,2006.0,0.0,0.0,,,,1990.0,Stanford University,Business,MBA,1.0,19.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/tom-costello,
Zackary King,SHYFT,2010.0,1.0,0.0,Bentley University,Computer Science,,,,,,0.0,7.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/zackary-king,http://www.linkedin.com/in/zking
Malcolm Cowley,Performance Horizon,2010.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/malcolm-cowley,https://www.linkedin.com/in/malcolm-cowley-55931123
Ned Moorfield,GoCatch,2011.0,0.0,1.0,University of Adelaide,Computer Science,BE,2010.0,,Business,MBA,0.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ned-moorfield,
Udaynandan Reddy Padi,YUPPTV,2006.0,0.0,0.0,Delhi College of Engineering,Electrical Engineering,BE,,,,,0.0,13.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/udaynandan-reddy-padi,https://www.linkedin.com/in/uday-reddy-478ba34
Jonathan Brassington,LiquidHub,2001.0,0.0,0.0,Misericordia University,Computer Science,BS,1996.0,,Engineering,MS,1.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jonathan-a-brassington,http://www.linkedin.com/in/jonathanbrassington
Nicolas Tejerina,Navent,2010.0,0.0,1.0,Universidad Torcuato Di Tella,International Relations,BA,2000.0,,Business,,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/nicolas-tejerina,https://ar.linkedin.com/pub/nicolas-tejerina/0/203/3a6
Heath Wells,NuORDER,2011.0,0.0,0.0,University of Adelaide,Business,BA,,,,,0.0,10.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/heath-wells,http://www.linkedin.com/in/heathwells
Henry Wong,SS8 Networks,1999.0,5.0,0.0,University of Utah,Economics,BS,1980.0,,Business,MBA,0.0,17.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/henry-wong-4,https://www.linkedin.com/in/wonghenry
Jeff Ma,tenXer,2011.0,1.0,0.0,Massachusetts Institute of Technology,Mechanical Engineering,BS,,,,,0.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jeff-ma,https://www.linkedin.com/pub/jeffrey-ma/1b/a0/713
John Squire,DynamicAction,2015.0,0.0,0.0,University of California Davis,Chemistry,BS,1996.0,,Business,MBA,0.0,13.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/john-squire,http://www.linkedin.com/pub/john-squire/0/49/669
John Poisson,Wantful,2011.0,2.0,0.0,Boston University,Film,BS,,,,,1.0,10.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/john-poisson,http://www.linkedin.com/in/poisson
Matt Dalio,ENDLESS,2011.0,1.0,0.0,Harvard University,Psychology,BA,2010.0,Stanford University,Business,MBA,0.0,1.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/matt--dalio,https://www.linkedin.com/in/mattdalio
Mukundu Kumaran,C1X Inc.,2014.0,1.0,0.0,Anna University,Engineering,BE,,,,,0.0,17.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mukundu-kumaran,http://www.linkedin.com/pub/mukundu-kumaran/1/643/968
Marc J. Gorlin,Roadie,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/marc-j-gorlin,https://www.linkedin.com/pub/marc-gorlin/11/551/992
Omri Iluz,PerimeterX,2014.0,0.0,0.0,Tel Aviv University,Computer Science,BS,,,,,0.0,13.0,1.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/omri-iluz,
Terry Angelos,TrialPay,2006.0,1.0,0.0,University of the Witwatersrand,Electrical Engineering,BS,2003.0,,Business,MBA,0.0,4.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/terry-angelos,
Victoria Livschitz,"Tonomi, Inc.",2013.0,1.0,0.0,Kharkiv State University,Mathematics,BS,2004.0,Stanford University,Computer Science,,0.0,13.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/victoria-livschitz,http://www.linkedin.com/pub/victoria-livschitz/0/379/246
Drew Schiller,Validic,2016.0,2.0,0.0,University of Iowa,Computer Science,BA,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/drew-schiller,http://www.linkedin.com/in/drewschiller
Megan Gardner,Plum District,2010.0,0.0,0.0,Smith College,History,BA,2004.0,,Business,MBA,0.0,8.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/megan-gardner,http://www.linkedin.com/pub/megan-gardner/0/271/3b9
Cheng Liu,Eureka Therapeutics,2006.0,0.0,0.0,Peking University,Biology,BS,1990.0,,,PhD,1.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/cheng-liu,https://www.linkedin.com/pub/cheng-liu/2/497/110
Haresh Patel,Mercatus,2013.0,0.0,0.0,University of Notre Dame,Electrical Engineering,BA,,,,,0.0,23.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/haresh-patel,http://www.linkedin.com/in/hareshpatel
Sachin Katti,Kumu Networks,2014.0,1.0,0.0,IIT Bombay,Electrical Engineering,BE,2003.0,,Computer Science,PhD,1.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/sachin-katti,http://www.linkedin.com/pub/sachin-katti/43/779/727
